MAKE,MODEL,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA
HYUNDAI,TUCSON,2024,SUV Early Release,MPV,AWD,1,, ,5,"1,3,4,5,6",,,, ,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", , , ,,"1,3,4,5,6",,,Standard, ,,,Optional,"1,3,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14059.0,5NMJBCAE7NH055921,4.0,5.0,,,,,5.0,3544.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14988.0,KM8JECD19RU153780,5.0,5.0,5.0,5.0,5.0,,,"These ratings apply to vehicles manufactured at the Ulsan plant on or before March 6, 2024 (before VIN KM8JBCDE8RU341671), and vehicles manufactured at the HMMA plant on or before March 5, 2024 (before VIN 5NMJA3DE3RH397807)","These ratings apply to vehicles manufactured at the Ulsan plant on or before March 6, 2024 (before VIN KM8JBCDE8RU341671), and vehicles manufactured at the HMMA plant on or before March 5, 2024 (before VIN 5NMJA3DE3RH397807)",5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14989.0,5NMJB3DE9RH325118,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.174,1.22,No Tip, , ,4.0,,
HYUNDAI,TUCSON,2024,SUV Early Release,MPV,FWD,1,, ,5,"1,3,4,5,6",,,, ,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", , , ,,"1,3,4,5,6",,,Standard, ,,,Optional,"1,3,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14059.0,5NMJBCAE7NH055921,4.0,5.0,,,,,5.0,3544.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14988.0,KM8JECD19RU153780,5.0,5.0,5.0,5.0,5.0,,,"These ratings apply to vehicles manufactured at the Ulsan plant on or before March 6, 2024 (before VIN KM8JBCDE8RU341671), and vehicles manufactured at the HMMA plant on or before March 5, 2024 (before VIN 5NMJA3DE3RH397807)","These ratings apply to vehicles manufactured at the Ulsan plant on or before March 6, 2024 (before VIN KM8JBCDE8RU341671), and vehicles manufactured at the HMMA plant on or before March 5, 2024 (before VIN 5NMJA3DE3RH397807)",5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14989.0,5NMJB3DE9RH325118,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.159,1.25,No Tip, , ,4.0,,
HYUNDAI,TUCSON HYBRID,2024,SUV Early Release,MPV,AWD,1,, ,5,"1,3,4,5,6",,,, ,"1,3",Standard,"1,3",Standard,"1,3",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", , , ,,"1,3,4,5,6",,,Standard, ,,,Optional,"1,3,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14059.0,5NMJBCAE7NH055921,4.0,5.0,,,,,5.0,3544.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14988.0,KM8JECD19RU153780,5.0,5.0,5.0,5.0,5.0,,,"These ratings apply to vehicles manufactured on or before March 20, 2024 (before VIN KM8JBCD10RU210165)","These ratings apply to vehicles manufactured on or before March 20, 2024 (before VIN KM8JBCD10RU210165)",5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14989.0,5NMJB3DE9RH325118,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.174,1.22,No Tip, , ,4.0,,
INFINITI,QX50,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6",,4916.0,5075.0, ,"1,3",Standard,"1,3,4,6",Standard,"1, 3, 4, 6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,6",,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,11594.0,3PCAJ5BB3MF112148,4.0,4.0,,,,,4.0,4055.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",235.605,27.712,688.11,578.118,0.26,1091.182,186.639,332.59,15.807,2243.048,2764.989,0.31,713.556,213.295,11596.0,3PCAJ5BA4MF118127,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",97.658,24.894,673.138,1361.011,72.501,1010.924,11595.0,3PCAJ5BA8MF104425,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",332.638,1509.74,0.147,1.28,No Tip,,,4.0,,
INFINITI,QX50,2024,SUV,MPV,FWD,1,, ,5,"1,3,4,5,6",,4916.0,5075.0, ,"1,3",Standard,"1,3,4,6",Standard,"1, 3, 4, 6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,6",,,Standard, ,,,Standard/Optional,"1,3,4,6/R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,11594.0,3PCAJ5BB3MF112148,4.0,4.0,,,,,4.0,4055.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",235.605,27.712,688.11,578.118,0.26,1091.182,186.639,332.59,15.807,2243.048,2764.989,0.31,713.556,213.295,11596.0,3PCAJ5BA4MF118127,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",97.658,24.894,673.138,1361.011,72.501,1010.924,11595.0,3PCAJ5BA8MF104425,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",332.638,1509.74,0.147,1.28,No Tip,,,4.0,,
INFINITI,QX60,2024,SUV,MPV,AWD,1,, ,7,"1,3,4,5,6,7,9",,6063.0,6063.0, ,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,6,7,9",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14086.0,5N1DR3BD8NC239595,4.0,4.0,,,,,4.0,4567.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14089.0,5N1DR3BAXNC244822,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14088.0,5N1DR3BA7NC238556,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.155,1.26,No Tip,,,4.0,,
INFINITI,QX60,2024,SUV,MPV,FWD,1,, ,7,"1,3,4,5,6,7,9",,6063.0,6063.0, ,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,"1,3",,"1,3,4,6,7,9",,,Standard, ,,,Standard,"1,3,4,6,R", ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,, , , , ,5.0,14086.0,5N1DR3BD8NC239595,4.0,4.0,,,,,4.0,4567.0,"FRONTAL AIRBAG,KNEE AIR BAG",150.034,27.226,691.996,602.822,0.31,1548.8,240.298,311.681,15.897,1051.76,1376.09,0.45,959.015,411.6,14089.0,5N1DR3BAXNC244822,5.0,5.0,5.0,5.0,5.0,,,,,5.0,,84.441,23.286,613.432,1084.86,88.45,2048.78,14088.0,5N1DR3BA7NC238556,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",234.133,2073.16,0.169,1.23,No Tip,,,4.0,,
INFINITI,QX80,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9",,7300.0,7300.0, ,"1,3,4,6",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,6",Standard,Head Protection,"1, 3, 4, 6, 7. 9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1,3,4,6,7,9","1,3",,Standard, ,,,Optional,R, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,4.0,14295.0,JN8AY2BD0P9690805,4.0,3.0,,,,,3.0,5914.0,"FRONTAL AIRBAG,KNEE AIR BAG",371.387,32.656,1729.15,1700.69,0.32,1808.62,511.428,225.358,25.895,2754.21,2274.53,0.48,916.118,248.467,14296.0,JN8AY2BC8P9180709,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",29.304,21.878,277.942,682.506,15.222,832.002,14280.0,JN8AY2BA3P9401275,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.338,2591.38,0.219,1.15,No Tip,,,3.0,,
INFINITI,QX80,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9",,7300.0,7300.0, ,"1,3,4,6",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,6",Standard,Head Protection,"1, 3, 4, 6, 7. 9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1, 3", ,Standard,"1, 3",,"1,3,4,6,7,9","1,3",,Standard, ,,,Optional,R, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,Standard,Standard,Does Not Meet Performance Criteria,, , , , ,4.0,14295.0,JN8AY2BD0P9690805,4.0,3.0,,,,,3.0,5914.0,"FRONTAL AIRBAG,KNEE AIR BAG",371.387,32.656,1729.15,1700.69,0.32,1808.62,511.428,225.358,25.895,2754.21,2274.53,0.48,916.118,248.467,14296.0,JN8AY2BC8P9180709,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",29.304,21.878,277.942,682.506,15.222,832.002,14280.0,JN8AY2BA3P9401275,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.338,2591.38,0.237,1.13,No Tip,,,3.0,,
JEEP,COMPASS,2024,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,4800.0,4875.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,5,6",Not Available,,Standard, ,,,Standard,"1,3", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,4.0,15045.0,3C4NJDBN0RT103566,4.0,4.0,,,,,4.0,3593.0,"FRONTAL AIRBAG,KNEE AIR BAG",263.384,26.228,1299.52,2253.15,0.29,1057.23,155.062,201.656,14.244,400.015,603.329,0.43,649.016,249.552,14063.0,3C4NJCBB9NT139265,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",144.081,19.627,681.337,1378.77,211.574,3685.73,14064.0,3C4NJCBB2NT137471,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",407.429,3078.58,0.204,1.17,No Tip,,,3.0,,
JEEP,GRAND CHEROKEE,2024,SUV,MPV,4WD,1,, ,5,"1,3,4,5,6", ,6050.0,6500.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,R/4,6", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,14242.0,,5.0,5.0,,,,,5.0,4701.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14284.0,1C4RJGAG9PC514088,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14277.0,1C4RJGAG1PC551653,5.0,,"During the side pole impact test, the roof buckled significantly and the windshield separated from the roof and both A-pillars.","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.179,1.21,No Tip,,,4.0,,
JEEP,GRAND CHEROKEE,2024,SUV,MPV,RWD,1,, ,5,"1,3,4,5,6", ,6050.0,6500.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,R/4,6", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,14242.0,,5.0,5.0,,,,,5.0,0.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14284.0,1C4RJGAG9PC514088,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14277.0,1C4RJGAG1PC551653,5.0,,"During the side pole impact test, the roof buckled significantly and the windshield separated from the roof and both A-pillars.","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.191,1.19,No Tip,,,4.0,,
JEEP,GRAND CHEROKEE 4XE,2024,SUV,MPV,4WD,1,, ,5,"1,3,4,5,6", ,6900.0,6900.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,,Standard/Optional,"1,3,R/4,6", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,14289.0,1C4RJYB60P8785801,4.0,5.0,,,,,5.0,5386.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14286.0,1C4RJYB69P8785800,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14285.0,1C4RJYB66P8791196,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.14,1.3,No Tip,,,4.0,,
JEEP,GRAND CHEROKEE L,2024,SUV,MPV,4WD,1,, ,7,"1,3,4,5,6,7,9", ,6500.0,6900.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3,R/4,6", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,14242.0,1C4RJKAG9N8526180,5.0,5.0,,,,,5.0,4701.0,"FRONTAL AIRBAG,KNEE AIR BAG",129.0,21.179,2142.05,1151.99,0.21,661.749,369.073,137.003,14.858,1779.47,1543.94,0.28,554.307,184.137,14263.0,1C4RJJBG4N8638863,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",89.467,19.848,654.843,1226.6,91.755,1669.91,14249.0,1C4RJJBG8N8638851,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",376.439,1921.05,0.185,1.2,No Tip,,,4.0,,
JEEP,GRAND CHEROKEE L,2024,SUV,MPV,RWD,1,, ,7,"1,3,4,5,6,7,9", ,6500.0,6900.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,5,6",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6,7,9",Not Available,,Standard, ,,,Standard/Optional,"1,3,R/4,6", ,Standard, , ,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,5.0,14242.0,1C4RJKAG9N8526180,5.0,5.0,,,,,5.0,4701.0,"FRONTAL AIRBAG,KNEE AIR BAG",129.0,21.179,2142.05,1151.99,0.21,661.749,369.073,137.003,14.858,1779.47,1543.94,0.28,554.307,184.137,14263.0,1C4RJJBG4N8638863,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",89.467,19.848,654.843,1226.6,91.755,1669.91,14249.0,1C4RJJBG8N8638851,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",376.439,1921.05,0.185,1.2,No Tip,,,4.0,,
JEEP,WAGONEER,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9", ,7150.0,7700.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,5,6,7",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6,7,8,9",Not Available,,Standard, ,,,,, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,4.0,14466.0,1C4SJVATXPS507255,5.0,4.0,,,,,5.0,6052.0,"FRONTAL AIRBAG,KNEE AIR BAG",124.71,23.027,1233.44,1464.12,0.32,865.18,375.48,219.334,9.634,1586.36,1335.49,0.44,508.88,273.861,14465.0,1C4SJUDP9PS515727,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",20.025,11.662,470.509,901.699,36.76,2292.9,14469.0,1C4SJUDP5PS541886,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",237.749,3052.24,0.212,1.16,No Tip,,,3.0,,
JEEP,WAGONEER,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9", ,7150.0,7700.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,5,6,7",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6,7,8,9",Not Available,,Standard, ,,,,, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,4.0,14466.0,1C4SJVATXPS507255,5.0,4.0,,,,,5.0,6052.0,"FRONTAL AIRBAG,KNEE AIR BAG",124.71,23.027,1233.44,1464.12,0.32,865.18,375.48,219.334,9.634,1586.36,1335.49,0.44,508.88,273.861,14465.0,1C4SJUDP9PS515727,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",20.025,11.662,470.509,901.699,36.76,2292.9,14469.0,1C4SJUDP5PS541886,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",237.749,3052.24,0.228,1.14,No Tip,,,3.0,,
JEEP,WAGONEER L,2024,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9", ,7350.0,7800.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,5,6,7",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6,7,8,9",Not Available,,Standard, ,,,,, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,4.0,14466.0,1C4SJVATXPS507255,5.0,4.0,,,,,5.0,6052.0,"FRONTAL AIRBAG,KNEE AIR BAG",124.71,23.027,1233.44,1464.12,0.32,865.18,375.48,219.334,9.634,1586.36,1335.49,0.44,508.88,273.861,14465.0,1C4SJUDP9PS515727,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",20.025,11.662,470.509,901.699,36.76,2292.9,14469.0,1C4SJUDP5PS541886,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",237.749,3052.24,0.212,1.16,No Tip,,,3.0,,
JEEP,WAGONEER L,2024,SUV,MPV,RWD,1,, ,8,"1,3,4,5,6,7,8,9", ,7350.0,7800.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,5,6,7",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6,7,8,9",Not Available,,Standard, ,,,,, ,Standard, , ,Standard,Standard,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard,Test Pending,, , , , ,4.0,14466.0,1C4SJVATXPS507255,5.0,4.0,,,,,5.0,6052.0,"FRONTAL AIRBAG,KNEE AIR BAG",124.71,23.027,1233.44,1464.12,0.32,865.18,375.48,219.334,9.634,1586.36,1335.49,0.44,508.88,273.861,14465.0,1C4SJUDP9PS515727,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",20.025,11.662,470.509,901.699,36.76,2292.9,14469.0,1C4SJUDP5PS541886,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",237.749,3052.24,0.228,1.14,No Tip,,,3.0,,
