BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA,car_key,barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,baseModel,guzzler,trans_dscr,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,createdOn,modifiedOn,startStop,phevCity,phevHwy,phevComb
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1, 3, 4, 5, 6",,4525.0,4640.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Standard,"1, 3",Yes,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Available,1,,Standard,Standard,(c) Passive Immobilizer Only,Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,9077.0,JTMBFREV3FD111868,4.0,4.0,,,,,4.0,3597.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,SEAT PAN AIR BAG,KNEE AIR BAG",279.152,21.871,2233.153,2400.439,0.36,2245.865,111.034,388.0,8.102,1763.68,972.883,0.37,1047.908,216.585,9074.0,JTMZFREV5FD046861,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",168.389,14.594,722.944,1696.713,188.852,1780.025,9071.0,JTMZFREV8FD047647,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",426.553,3218.723,0.169,1.23,No Tip,,,4.0,Standard,Standard,2017 TOYOTA RAV4,11.44269231,0.0,0.0,0.0,23.0,23.4563,0.0,0.0,0.0,0.0,0.0,338.0,-1.0,0.0,338.0,26.0,26.1055,0.0,0.0,0.0,0.0,0.0,4.0,2.5,Front-Wheel Drive,96.0,,6.0,1800.0,0.0,Regular,Regular Gasoline,6.0,-1.0,30.0,30.2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38071.0,0.0,0.0,Toyota,RAV4 LE/XLE,Y,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),30.1,0.0,43.4,0.0,Small Sport Utility Vehicle 2WD,2017.0,-500.0,RAV4,,,,,,,,,TYX,,0.0,,Thu Aug 25 00:00:00 EDT 2016,Tue Nov 22 00:00:00 EST 2016,N,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1, 3, 4, 5, 6",,4525.0,4640.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Standard,"1, 3",Yes,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Available,1,,Standard,Standard,(c) Passive Immobilizer Only,Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,9077.0,JTMBFREV3FD111868,4.0,4.0,,,,,4.0,3597.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,SEAT PAN AIR BAG,KNEE AIR BAG",279.152,21.871,2233.153,2400.439,0.36,2245.865,111.034,388.0,8.102,1763.68,972.883,0.37,1047.908,216.585,9074.0,JTMZFREV5FD046861,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",168.389,14.594,722.944,1696.713,188.852,1780.025,9071.0,JTMZFREV8FD047647,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",426.553,3218.723,0.169,1.23,No Tip,,,4.0,Standard,Standard,2017 TOYOTA RAV4,11.9004,0.0,0.0,0.0,22.0,22.3233,0.0,0.0,0.0,0.0,0.0,357.0,-1.0,0.0,357.0,25.0,24.6957,0.0,0.0,0.0,0.0,0.0,4.0,2.5,All-Wheel Drive,94.0,,5.0,1900.0,0.0,Regular,Regular Gasoline,5.0,-1.0,28.0,28.3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38073.0,0.0,0.0,Toyota,RAV4 AWD,Y,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),28.5,0.0,40.4,0.0,Small Sport Utility Vehicle 4WD,2017.0,-1000.0,RAV4,,,,,,,,,TYX,,0.0,,Thu Aug 25 00:00:00 EDT 2016,Tue Nov 22 00:00:00 EST 2016,N,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1, 3, 4, 5, 6",,4525.0,4640.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Standard,"1, 3",Yes,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Available,1,,Standard,Standard,(c) Passive Immobilizer Only,Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,9077.0,JTMBFREV3FD111868,4.0,4.0,,,,,4.0,3597.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,SEAT PAN AIR BAG,KNEE AIR BAG",279.152,21.871,2233.153,2400.439,0.36,2245.865,111.034,388.0,8.102,1763.68,972.883,0.37,1047.908,216.585,9074.0,JTMZFREV5FD046861,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",168.389,14.594,722.944,1696.713,188.852,1780.025,9071.0,JTMZFREV8FD047647,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",426.553,3218.723,0.169,1.23,No Tip,,,4.0,Standard,Standard,2017 TOYOTA RAV4,12.39625,0.0,0.0,0.0,22.0,21.8954,0.0,0.0,0.0,0.0,0.0,363.0,-1.0,0.0,363.0,24.0,24.2984,0.0,0.0,0.0,0.0,0.0,4.0,2.5,All-Wheel Drive,95.0,,5.0,2000.0,0.0,Regular,Regular Gasoline,5.0,-1.0,28.0,28.0626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38074.0,0.0,0.0,Toyota,RAV4 Limited AWD/SE AWD,Y,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),27.9,0.0,39.9,0.0,Small Sport Utility Vehicle 4WD,2017.0,-1500.0,RAV4,,,,,,,,,TYX,,0.0,,Thu Aug 25 00:00:00 EDT 2016,Tue Nov 22 00:00:00 EST 2016,N,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1, 3, 4, 5, 6",,4525.0,4640.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Standard,"1, 3",Yes,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Available,1,,Standard,Standard,(c) Passive Immobilizer Only,Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,9077.0,JTMBFREV3FD111868,4.0,4.0,,,,,4.0,3597.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,SEAT PAN AIR BAG,KNEE AIR BAG",279.152,21.871,2233.153,2400.439,0.36,2245.865,111.034,388.0,8.102,1763.68,972.883,0.37,1047.908,216.585,9074.0,JTMZFREV5FD046861,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",168.389,14.594,722.944,1696.713,188.852,1780.025,9071.0,JTMZFREV8FD047647,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",426.553,3218.723,0.169,1.23,No Tip,,,4.0,Standard,Standard,2017 TOYOTA RAV4,9.2971875,0.0,0.0,0.0,34.0,34.0317,0.0,0.0,0.0,0.0,0.0,275.0,-1.0,0.0,275.0,32.0,32.2469,0.0,0.0,0.0,0.0,0.0,4.0,2.5,All-Wheel Drive,107.0,,7.0,1500.0,0.0,Regular,Regular Gasoline,7.0,-1.0,30.0,30.3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38075.0,0.0,0.0,Toyota,RAV4 Hybrid AWD,Y,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (AV-S6),45.8658,0.0,43.4286,0.0,Small Sport Utility Vehicle 4WD,2017.0,1000.0,RAV4,,,,,Hybrid,,,245V Ni-MH,TYX,,0.0,,Thu Aug 25 00:00:00 EDT 2016,Wed Apr 05 00:00:00 EDT 2017,Y,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,3995.0,5380.0,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3,4,6",Standard,"1, 3, 4, 5, 6",Standard,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso/Shoulder,"1, 3",Seat,,,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Available,"1,3,4,6",Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Standard,No,,Optional,No,,,,,,,5.0,7188.0,YV4952DZ4B2148976,5.0,5.0,,,,,5.0,4180.0,FRONTAL AIR BAG,143.352,17.597,1732.638,2941.574,0.24,1011.59,76.903,198.762,12.358,1276.713,559.022,0.37,522.95,412.809,7118.0,YV4940DL5B2148276,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",59.876,19.156,742.603,1535.82,231.488,2441.437,7114.0,YV4940DL5B2147757,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",242.12,3207.978,0.176,1.216,No Tip,,,4.0,,Optional,2017 VOLVO XC60,11.44269231,0.0,0.0,0.0,23.0,22.6786,0.0,0.0,0.0,0.0,0.0,348.0,-1.0,0.0,348.0,26.0,25.589,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Front-Wheel Drive,90.0,SIDI,6.0,1800.0,0.0,Regular,Regular Gasoline,6.0,-1.0,30.0,30.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37564.0,0.0,34.0,Volvo,XC60 FWD,N,False,0.0,99.0,0.0,0.0,0.0,0.0,0.0,Automatic (S8),29.0,0.0,43.5,0.0,Small Sport Utility Vehicle 2WD,2017.0,-500.0,XC60,,,T,,,,,,VVX,,0.0,,Thu Jun 16 00:00:00 EDT 2016,Tue Apr 11 00:00:00 EDT 2017,Y,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,3995.0,5380.0,Standard,"1, 3",Standard,"1,3,4,5,6",Standard,"1,3,4,6",Standard,"1, 3, 4, 5, 6",Standard,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso/Shoulder,"1, 3",Seat,,,,"1, 3, 4, 5, 6",,,Optional,Standard,,,Available,"1,3,4,6",Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Standard,No,,Optional,No,,,,,,,5.0,7188.0,YV4952DZ4B2148976,5.0,5.0,,,,,5.0,4180.0,FRONTAL AIR BAG,143.352,17.597,1732.638,2941.574,0.24,1011.59,76.903,198.762,12.358,1276.713,559.022,0.37,522.95,412.809,7118.0,YV4940DL5B2148276,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",59.876,19.156,742.603,1535.82,231.488,2441.437,7114.0,YV4940DL5B2147757,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",242.12,3207.978,0.176,1.216,No Tip,,,4.0,,Optional,2017 VOLVO XC60,12.93521739,0.0,0.0,0.0,20.0,20.0221,0.0,0.0,0.0,0.0,0.0,384.0,-1.0,0.0,384.0,23.0,23.1572,0.0,0.0,0.0,0.0,0.0,4.0,2.0,All-Wheel Drive,114.0,SIDI,5.0,2050.0,0.0,Regular,Regular Gasoline,5.0,-1.0,29.0,28.6378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37566.0,0.0,0.0,Volvo,XC60 AWD,Y,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S8),25.3,0.0,40.8,0.0,Small Sport Utility Vehicle 4WD,2017.0,-1750.0,XC60,,,T,,,,,,VVX,,0.0,,Thu Jun 16 00:00:00 EDT 2016,Tue Apr 11 00:00:00 EDT 2017,Y,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,4286.0,4409.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,,,,,,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.179,1.21,No Tip,,,4.0,,,2018 BUICK ENCORE,9.917,0.0,0.0,0.0,27.0,27.4002,0.0,0.0,0.0,0.0,0.0,298.0,-1.0,0.0,298.0,30.0,29.7891,0.0,0.0,0.0,0.0,0.0,4.0,1.4,Front-Wheel Drive,487.0,SIDI; Stop-Start,7.0,1600.0,0.0,Regular,Regular Gasoline,7.0,-1.0,33.0,33.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38950.0,0.0,0.0,Buick,Encore,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),35.8,0.0,48.3,0.0,Small Sport Utility Vehicle 2WD,2018.0,500.0,Encore,,,T,,,,,,GMX,,0.0,,Thu Jul 13 00:00:00 EDT 2017,Thu Sep 21 00:00:00 EDT 2017,Y,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,4286.0,4409.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,,,,,,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.179,1.21,No Tip,,,4.0,,,2018 BUICK ENCORE,10.62535714,0.0,0.0,0.0,26.0,25.7223,0.0,0.0,0.0,0.0,0.0,319.0,-1.0,0.0,319.0,28.0,27.8239,0.0,0.0,0.0,0.0,0.0,4.0,1.4,All-Wheel Drive,606.0,SIDI,6.0,1700.0,0.0,Regular,Regular Gasoline,6.0,-1.0,31.0,30.9107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38998.0,0.0,0.0,Buick,Encore AWD,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),33.3498,0.0,44.3926,0.0,Small Sport Utility Vehicle 4WD,2018.0,0.0,Encore,,,T,,,,,,GMX,,0.0,,Wed Jul 19 00:00:00 EDT 2017,Thu Sep 21 00:00:00 EDT 2017,N,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,4286.0,4409.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,,,,,,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.179,1.21,No Tip,,,4.0,,,2018 BUICK ENCORE,11.01888889,0.0,0.0,0.0,24.0,24.0045,0.0,0.0,0.0,0.0,0.0,335.0,-1.0,0.0,335.0,27.0,26.5023,0.0,0.0,0.0,0.0,0.0,4.0,1.4,All-Wheel Drive,607.0,,6.0,1750.0,0.0,Regular,Regular Gasoline,6.0,-1.0,30.0,30.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38999.0,0.0,0.0,Buick,Encore AWD,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),30.8801,0.0,43.5233,0.0,Small Sport Utility Vehicle 4WD,2018.0,-250.0,Encore,,,T,,,,,,GMX,,0.0,,Wed Jul 19 00:00:00 EDT 2017,Thu Sep 21 00:00:00 EDT 2017,N,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,4286.0,4409.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,,No,,,No,,,,,,,5.0,8212.0,KL4CJFSB1DB084538,5.0,5.0,,,,,5.0,3346.0,"FRONTAL AIR BAG,KNEE AIR BAG",122.207,21.061,1613.46,1392.719,0.26,1327.482,52.6,207.22,8.436,1108.36,1286.853,0.39,542.233,463.854,9056.0,KL4CJASB9FB033052,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.065,17.73,531.815,1724.538,100.33,2990.358,9055.0,KL4CJASB5FB041276,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",382.199,3144.957,0.179,1.21,No Tip,,,4.0,,,2018 BUICK ENCORE,10.62535714,0.0,0.0,0.0,25.0,25.4114,0.0,0.0,0.0,0.0,0.0,313.0,-1.0,0.0,313.0,28.0,28.2523,0.0,0.0,0.0,0.0,0.0,4.0,1.4,Front-Wheel Drive,181.0,,6.0,1700.0,0.0,Regular,Regular Gasoline,6.0,-1.0,33.0,32.7237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39461.0,0.0,0.0,Buick,Encore,N,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic (S6),32.9,0.0,47.3,0.0,Small Sport Utility Vehicle 2WD,2018.0,0.0,Encore,,,T,,,,,,GMX,,0.0,,Mon Sep 11 00:00:00 EDT 2017,Tue Sep 26 00:00:00 EDT 2017,N,0.0,0.0,0.0
SUV,MPV,AWD,1.0,SUV,Uni-Body,5,"1,3,4,5,6",,5071.0,5247.0,Optional,"1, 3, 4, 6",Standard,"1,3",Standard,"1,3",Standard,"1, 3",,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,Standard,,,Standard,1,Standard,Standard,Standard,"(b) Passive Immobilizer, Active Alarm",Optional,Optional,,Optional,Optional,,Optional,No,,Optional,No,,,,,,,5.0,9961.0,LRBFXESX3GD167838,4.0,4.0,,,,,4.0,3989.0,"CURTAIN AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",220.495,27.689,489.891,1177.278,0.32,1207.168,118.251,161.331,17.942,1024.443,2506.065,0.51,757.405,136.94,9962.0,LRBFXFSX1GD192193,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",76.012,20.279,689.803,1321.585,80.868,2187.814,9963.0,LRBFXFSX6GD172666,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",246.503,2123.781,0.159,1.25,No Tip,,,4.0,,,2018 BUICK ENVISION,11.9004,0.0,0.0,0.0,22.0,22.0382,0.0,0.0,0.0,0.0,0.0,359.0,-1.0,0.0,359.0,25.0,24.7031,0.0,0.0,0.0,0.0,0.0,4.0,2.5,Front-Wheel Drive,37.0,SIDI,5.0,1900.0,0.0,Regular,Regular Gasoline,5.0,-1.0,29.0,28.9871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39460.0,0.0,26.0,Buick,Envision FWD,N,False,0.0,75.0,0.0,0.0,0.0,0.0,0.0,Automatic 6-spd,28.1,0.0,41.3485,0.0,Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Envision,,,,,,,,,GMX,,0.0,,Mon Sep 11 00:00:00 EDT 2017,Tue Sep 26 00:00:00 EDT 2017,Y,0.0,0.0,0.0
